Year,Quarter,Month,DayOfWeek,Reporting_Airline,CancelledFlights,DivertedFlights,TotalFlights,DepartureDelayedFlights,ArrivalDelayedFlights,TotalDepDelay_gt_15M,TotalArrDelay_gt_15M,TotalDepDelay,TotalArrDelay,TotalDepDelayMinutes,TotalArrDelayMinutes,TotalCarrierDelay,TotalWeatherDelay,TotalNASDelay,TotalSecurityDelay,TotalLateAircraftDelay
2021,4,10,1,G4,54.0,3.0,394,383.0,434.0,21402.0,23945.0,17878.0,19392.0,23383.0,26330.0,7260.0,1082.0,5593.0,216.0,9794.0
2021,1,2,6,WN,197.0,22.0,972,1115.0,1075.0,48936.0,49573.0,43649.0,-5483.0,57965.0,56270.0,18327.0,1576.0,12248.0,460.0,16962.0
2021,1,3,5,G4,17.0,2.0,443,310.0,331.0,18451.0,18791.0,9511.0,6346.0,20094.0,20887.0,7522.0,239.0,2989.0,48.0,7993.0
2021,2,5,6,UA,20.0,15.0,479,514.0,553.0,35079.0,35708.0,20620.0,-10788.0,39413.0,39929.0,11080.0,3633.0,7264.0,0.0,13731.0
2020,2,4,3,9E,481.0,0.0,292,35.0,48.0,2763.0,2843.0,-3238.0,-10127.0,3007.0,3322.0,1937.0,0.0,640.0,0.0,266.0
2023,3,9,5,OO,52.0,25.0,1147,1546.0,1791.0,135082.0,140798.0,100266.0,67328.0,141545.0,150239.0,76934.0,13662.0,10780.0,73.0,39349.0
2023,4,11,4,OO,13.0,12.0,1047,936.0,1035.0,75541.0,74704.0,38350.0,-15982.0,80197.0,81701.0,33501.0,13843.0,10129.0,240.0,16991.0
2021,4,12,7,AA,72.0,15.0,777,1796.0,1698.0,127800.0,119671.0,111963.0,32073.0,137903.0,128672.0,52210.0,835.0,17145.0,546.0,48935.0
2021,2,6,2,AA,409.0,36.0,754,2883.0,2733.0,206326.0,197332.0,195904.0,118741.0,219740.0,209302.0,80556.0,13352.0,26445.0,944.0,76035.0
2021,3,9,2,B6,53.0,4.0,342,315.0,328.0,17565.0,17641.0,6364.0,-9561.0,19171.0,19182.0,8539.0,419.0,3802.0,110.0,4771.0
2021,1,2,5,AS,44.0,6.0,221,143.0,306.0,8032.0,13918.0,-2550.0,-177.0,9244.0,16081.0,2719.0,1769.0,7062.0,6.0,2362.0
2022,2,4,3,G4,11.0,1.0,285,228.0,280.0,11579.0,13619.0,8606.0,10069.0,12675.0,14987.0,4453.0,527.0,2717.0,16.0,5906.0
2022,3,7,1,UA,188.0,43.0,695,1740.0,1602.0,136789.0,128567.0,124195.0,68267.0,144607.0,134358.0,41277.0,5626.0,24256.0,0.0,57408.0
2023,4,11,3,MQ,7.0,2.0,434,371.0,412.0,20723.0,20878.0,11294.0,-7177.0,23240.0,24014.0,6975.0,506.0,3821.0,12.0,9564.0
2023,1,3,5,F9,39.0,4.0,393,719.0,749.0,51582.0,52318.0,46123.0,38337.0,54185.0,54759.0,14227.0,3417.0,14217.0,0.0,20457.0
2023,2,5,6,AA,79.0,16.0,802,1910.0,1839.0,148429.0,139861.0,127796.0,56615.0,157119.0,148247.0,61444.0,4649.0,13291.0,497.0,59980.0
2024,2,5,5,F9,115.0,5.0,530,1014.0,1062.0,78213.0,79767.0,70863.0,61301.0,81224.0,82839.0,16227.0,587.0,16387.0,0.0,46566.0
2024,2,5,5,G4,28.0,4.0,581,587.0,588.0,54497.0,54506.0,45780.0,35313.0,56514.0,56487.0,14755.0,2368.0,15170.0,17.0,22196.0
2024,2,5,5,UA,153.0,48.0,798,2986.0,3060.0,258004.0,260582.0,241284.0,187296.0,268195.0,269884.0,67564.0,15341.0,54015.0,17.0,123645.0
2024,2,6,4,MQ,61.0,6.0,406,733.0,746.0,44501.0,45288.0,38210.0,23489.0,47904.0,48988.0,12465.0,2037.0,7627.0,39.0,23120.0
2024,3,7,5,B6,33.0,14.0,308,787.0,830.0,62872.0,64349.0,57253.0,44865.0,65730.0,66627.0,24028.0,570.0,13425.0,230.0,26096.0
2020,4,10,2,YV,14.0,7.0,205,95.0,122.0,11640.0,12358.0,6696.0,-818.0,12049.0,13104.0,2627.0,2978.0,2329.0,0.0,4424.0
2020,4,11,4,MQ,1.0,3.0,292,79.0,134.0,4244.0,5156.0,-4848.0,-11377.0,4817.0,7016.0,1903.0,15.0,1595.0,43.0,1600.0
2020,4,12,6,OH,5.0,2.0,240,164.0,169.0,10567.0,10142.0,2927.0,-5827.0,11597.0,11940.0,4367.0,92.0,1636.0,114.0,3933.0
2020,1,3,6,AS,421.0,4.0,309,292.0,324.0,18372.0,18905.0,3219.0,-10851.0,19777.0,20481.0,6379.0,1962.0,4053.0,63.0,6448.0
2021,3,7,7,MQ,4.0,9.0,383,484.0,487.0,27918.0,27515.0,22019.0,3805.0,31011.0,30538.0,10358.0,858.0,4551.0,96.0,11652.0
2021,3,9,4,WN,413.0,40.0,1456,4186.0,3534.0,204955.0,180571.0,207884.0,86918.0,231698.0,200664.0,68164.0,2697.0,30565.0,355.0,78790.0
2020,2,4,3,YX,666.0,1.0,454,62.0,49.0,3586.0,2777.0,-7196.0,-25834.0,3736.0,3075.0,1850.0,22.0,273.0,0.0,632.0
2024,2,4,3,YX,167.0,10.0,428,342.0,459.0,30298.0,35153.0,14528.0,3050.0,31702.0,37823.0,8402.0,4993.0,13123.0,0.0,8635.0
2020,1,2,3,DL,0.0,12.0,774,1002.0,1207.0,59905.0,66171.0,31643.0,-48648.0,68342.0,75631.0,27442.0,3635.0,19783.0,33.0,15278.0
2022,4,10,7,DL,53.0,7.0,767,1565.0,1410.0,96817.0,87067.0,72321.0,-25045.0,108433.0,97855.0,57240.0,1213.0,10138.0,85.0,18391.0
2020,2,5,5,B6,39.0,0.0,114,19.0,27.0,845.0,987.0,-3214.0,-6969.0,1031.0,1154.0,643.0,0.0,292.0,0.0,52.0
2022,1,2,7,AS,34.0,7.0,263,329.0,409.0,15450.0,17910.0,7485.0,2103.0,18227.0,21037.0,7153.0,295.0,5488.0,10.0,4964.0
2022,3,7,3,9E,24.0,3.0,308,332.0,362.0,25545.0,25069.0,17336.0,-2672.0,26933.0,26862.0,12633.0,719.0,4238.0,0.0,7479.0
2022,3,9,4,OH,67.0,1.0,308,320.0,343.0,18384.0,18603.0,4048.0,-7281.0,19796.0,21152.0,6478.0,679.0,3726.0,33.0,7687.0
2023,3,7,4,B6,122.0,36.0,366,1117.0,1117.0,113050.0,111643.0,108318.0,95443.0,116194.0,114469.0,45430.0,4361.0,17817.0,115.0,43920.0
2023,3,7,6,NK,49.0,7.0,476,1365.0,1387.0,103601.0,107061.0,100659.0,92107.0,107427.0,110569.0,23038.0,10243.0,44432.0,1121.0,28227.0
2023,3,8,7,F9,132.0,4.0,406,644.0,644.0,62844.0,63702.0,57573.0,50720.0,64540.0,65544.0,18485.0,1589.0,9351.0,0.0,34277.0
2023,3,8,6,UA,57.0,13.0,769,1438.0,1474.0,90936.0,87911.0,74415.0,14058.0,100568.0,95204.0,32106.0,2893.0,15320.0,0.0,37592.0
2024,1,1,1,WN,1096.0,55.0,1420,4999.0,4751.0,304537.0,310327.0,297818.0,202038.0,330679.0,330255.0,71647.0,13619.0,71937.0,934.0,152190.0
2024,4,10,6,OO,13.0,15.0,1068,1024.0,1035.0,82798.0,79226.0,45865.0,-2026.0,87106.0,84620.0,52028.0,9078.0,3971.0,262.0,13887.0
2024,2,6,2,UA,45.0,52.0,749,1875.0,2017.0,161846.0,169943.0,141559.0,100203.0,169916.0,177479.0,38475.0,14241.0,36443.0,12.0,80772.0
2024,3,7,2,F9,74.0,2.0,478,935.0,957.0,73494.0,75736.0,65093.0,59077.0,76764.0,79126.0,19698.0,722.0,13000.0,0.0,42316.0
2024,3,9,2,OH,5.0,2.0,335,365.0,415.0,34102.0,35192.0,22228.0,12039.0,35805.0,37464.0,14747.0,1885.0,4279.0,46.0,14235.0
2020,1,1,7,AS,31.0,8.0,318,562.0,601.0,31970.0,32455.0,22105.0,7608.0,35011.0,35548.0,10644.0,579.0,8618.0,352.0,12262.0
2020,4,10,7,F9,11.0,0.0,278,253.0,294.0,14722.0,16899.0,8682.0,5961.0,15623.0,18222.0,4260.0,329.0,6531.0,0.0,5779.0
2020,1,2,7,9E,0.0,1.0,349,231.0,224.0,19201.0,18596.0,9083.0,-19914.0,20168.0,19459.0,6577.0,1557.0,3819.0,0.0,6643.0
2020,1,2,5,WN,132.0,19.0,1197,2245.0,1783.0,112061.0,95951.0,104671.0,-37939.0,131456.0,107937.0,26711.0,1892.0,21968.0,129.0,45251.0
2020,1,3,6,HA,134.0,0.0,65,44.0,44.0,2258.0,2073.0,-1335.0,-3346.0,2717.0,2626.0,1286.0,211.0,0.0,0.0,576.0
2020,3,8,4,HA,42.0,0.0,26,5.0,6.0,176.0,200.0,-1186.0,-1427.0,326.0,378.0,160.0,0.0,0.0,11.0,29.0
2020,3,9,1,AA,1.0,7.0,542,416.0,467.0,29090.0,28990.0,10246.0,-20579.0,32502.0,34220.0,16064.0,1468.0,4749.0,181.0,6528.0
2021,4,10,5,HA,2.0,2.0,69,52.0,67.0,2697.0,3120.0,-377.0,-3105.0,3429.0,4081.0,2518.0,0.0,24.0,0.0,578.0
2021,1,2,6,YV,32.0,3.0,237,201.0,228.0,16587.0,17381.0,11831.0,3762.0,17321.0,18644.0,5087.0,1747.0,4631.0,0.0,5916.0
2021,1,3,3,MQ,124.0,9.0,348,425.0,531.0,41948.0,48240.0,30711.0,19155.0,43258.0,50566.0,7299.0,5671.0,21155.0,102.0,14013.0
2021,2,5,1,UA,21.0,20.0,475,625.0,686.0,63072.0,66316.0,45945.0,17660.0,66934.0,70390.0,14444.0,16758.0,12615.0,0.0,22499.0
2021,2,6,1,UA,12.0,24.0,527,1030.0,1248.0,67126.0,76016.0,61467.0,57503.0,73854.0,83104.0,20383.0,5524.0,25913.0,102.0,24094.0
2021,3,7,6,OH,37.0,5.0,322,532.0,548.0,44040.0,43134.0,34127.0,16046.0,46801.0,45966.0,18563.0,2094.0,6724.0,8.0,15745.0
2020,2,4,7,DL,1068.0,2.0,556,150.0,258.0,9267.0,12532.0,-3244.0,-8697.0,10241.0,14874.0,7303.0,112.0,4302.0,0.0,815.0
2023,1,3,7,WN,46.0,19.0,1458,5102.0,4749.0,260189.0,250277.0,269825.0,199226.0,286428.0,271569.0,56988.0,2617.0,49824.0,439.0,140409.0
2023,3,9,2,YX,57.0,7.0,405,393.0,432.0,24989.0,25291.0,8417.0,-15367.0,26842.0,27607.0,9914.0,1084.0,6064.0,34.0,8195.0
2022,4,11,6,AS,9.0,1.0,330,344.0,389.0,17181.0,18388.0,9470.0,541.0,19939.0,21383.0,6180.0,727.0,5330.0,242.0,5909.0
2021,3,9,5,9E,0.0,1.0,366,255.0,257.0,16974.0,16264.0,7838.0,-10775.0,18592.0,18395.0,8157.0,461.0,1728.0,0.0,5918.0
2020,2,6,6,YX,2.0,0.0,201,36.0,33.0,1688.0,1532.0,-4397.0,-15505.0,1920.0,1941.0,804.0,31.0,260.0,0.0,437.0
2020,2,5,3,B6,24.0,1.0,50,10.0,14.0,499.0,582.0,-701.0,-1787.0,579.0,679.0,285.0,95.0,195.0,0.0,7.0
2021,1,3,5,AA,12.0,5.0,526,605.0,533.0,37156.0,31918.0,17859.0,-53189.0,42444.0,36731.0,15985.0,176.0,4198.0,223.0,11336.0
2022,4,10,4,AA,22.0,14.0,799,1769.0,1754.0,144350.0,140036.0,123583.0,64846.0,154991.0,151551.0,50425.0,1858.0,17423.0,216.0,70114.0
2022,4,12,2,AS,174.0,19.0,329,758.0,825.0,49603.0,55759.0,44460.0,44295.0,52093.0,58737.0,17109.0,3777.0,13829.0,140.0,20904.0
2022,1,2,3,DL,163.0,10.0,710,851.0,871.0,61859.0,59963.0,39207.0,-41192.0,68669.0,65706.0,27224.0,4844.0,13155.0,212.0,14528.0
2022,1,3,7,NK,88.0,4.0,466,827.0,881.0,49747.0,51633.0,47435.0,43668.0,52779.0,55018.0,15095.0,530.0,17504.0,991.0,17513.0
2022,2,6,7,MQ,2.0,5.0,366,358.0,410.0,19257.0,20568.0,12704.0,3034.0,21608.0,23729.0,8740.0,1292.0,4166.0,16.0,6354.0
2022,3,8,6,AA,247.0,17.0,832,2129.0,2045.0,162484.0,154376.0,142813.0,86606.0,170882.0,163522.0,66216.0,9120.0,15383.0,193.0,63464.0
2023,4,12,4,G4,4.0,1.0,528,324.0,304.0,21797.0,20643.0,13972.0,978.0,23488.0,22056.0,6509.0,4497.0,3533.0,0.0,6104.0
2023,4,12,1,OH,11.0,8.0,292,331.0,339.0,27685.0,26074.0,18267.0,4683.0,28998.0,27818.0,9636.0,2828.0,2552.0,115.0,10943.0
2023,1,3,7,F9,48.0,3.0,393,697.0,710.0,55988.0,56324.0,53408.0,48991.0,58165.0,58890.0,15117.0,261.0,16665.0,0.0,24281.0
2023,1,3,2,NK,90.0,2.0,458,992.0,1010.0,74817.0,75619.0,70689.0,60698.0,77601.0,78450.0,20834.0,443.0,30478.0,294.0,23570.0
2023,2,4,7,WN,160.0,30.0,1498,5163.0,4437.0,250535.0,228300.0,260323.0,151906.0,286400.0,255984.0,62667.0,5951.0,33405.0,1871.0,124406.0
2024,1,1,3,B6,33.0,4.0,335,750.0,745.0,56118.0,53584.0,45645.0,21288.0,59154.0,56601.0,26186.0,632.0,6587.0,152.0,20027.0
2024,2,6,7,NK,108.0,15.0,520,1163.0,1073.0,82790.0,78763.0,76255.0,50615.0,87108.0,82227.0,21623.0,1892.0,30337.0,478.0,24433.0
2024,3,7,1,UA,542.0,57.0,747,2748.0,2708.0,235010.0,234832.0,222223.0,166450.0,247226.0,245171.0,62773.0,13583.0,59230.0,0.0,99246.0
2020,4,12,1,F9,1.0,0.0,318,122.0,143.0,5665.0,6167.0,-915.0,-7097.0,6435.0,7259.0,2270.0,257.0,1987.0,0.0,1653.0
2021,4,10,2,QX,2.0,4.0,139,50.0,63.0,2797.0,2940.0,262.0,-3378.0,3456.0,3688.0,1306.0,41.0,577.0,0.0,1016.0
2021,4,11,3,WN,38.0,19.0,1546,2498.0,1915.0,96616.0,76817.0,98676.0,-12496.0,118652.0,90991.0,31733.0,760.0,11520.0,137.0,32667.0
2021,3,9,5,F9,22.0,8.0,435,444.0,472.0,31712.0,32681.0,25559.0,20114.0,33291.0,34497.0,10486.0,910.0,8444.0,0.0,12841.0
2024,4,12,1,OH,34.0,13.0,358,939.0,962.0,87134.0,85969.0,77775.0,61859.0,90457.0,89838.0,28438.0,3633.0,9389.0,48.0,44461.0
2024,1,3,6,WN,388.0,46.0,1600,5545.0,4990.0,328500.0,314384.0,325019.0,217376.0,354270.0,335216.0,73848.0,5808.0,74511.0,1264.0,158953.0
2020,2,4,3,AA,3075.0,6.0,686,348.0,300.0,26629.0,22945.0,-2895.0,-55742.0,28030.0,24525.0,17353.0,96.0,1591.0,0.0,3905.0
2020,2,4,1,AA,1845.0,2.0,668,172.0,164.0,11055.0,9798.0,-17173.0,-63524.0,11939.0,10934.0,5993.0,400.0,1423.0,0.0,1982.0
2024,3,9,1,F9,29.0,5.0,548,856.0,919.0,67268.0,67112.0,53960.0,43270.0,70624.0,71160.0,19828.0,1639.0,8696.0,0.0,36949.0
2021,3,8,5,AA,122.0,31.0,778,2276.0,2176.0,169012.0,159309.0,152131.0,78295.0,179024.0,167941.0,62482.0,8151.0,21881.0,497.0,66298.0
2024,4,11,5,AA,194.0,14.0,888,2055.0,2127.0,140860.0,137988.0,113950.0,27733.0,153698.0,152754.0,56262.0,1988.0,21833.0,280.0,57625.0
2021,4,10,5,AS,46.0,14.0,271,499.0,532.0,22897.0,22795.0,15165.0,1435.0,26722.0,26744.0,8732.0,543.0,5497.0,162.0,7861.0
2023,2,4,4,9E,4.0,3.0,264,229.0,273.0,14651.0,16202.0,6893.0,-6612.0,15857.0,18066.0,5476.0,306.0,4106.0,0.0,6314.0
2021,4,11,1,OO,71.0,22.0,1131,1810.0,1768.0,159499.0,151066.0,128763.0,50207.0,168624.0,160728.0,94756.0,15767.0,1833.0,112.0,38598.0
2022,1,1,5,OH,256.0,5.0,317,482.0,575.0,41045.0,45813.0,30185.0,24408.0,42839.0,48304.0,14342.0,3155.0,8861.0,85.0,19370.0
2022,4,11,7,OH,47.0,21.0,259,312.0,372.0,30587.0,32588.0,23000.0,18624.0,32037.0,34550.0,10162.0,1316.0,4291.0,71.0,16748.0
2022,1,2,4,AS,80.0,9.0,267,311.0,407.0,15447.0,17523.0,5477.0,454.0,17431.0,20714.0,5019.0,720.0,5489.0,172.0,6123.0
2022,2,4,1,UA,80.0,31.0,625,1297.0,1258.0,97959.0,97585.0,88397.0,48608.0,105806.0,104618.0,31421.0,5864.0,20000.0,0.0,40300.0
2022,2,6,3,MQ,60.0,16.0,436,511.0,653.0,33654.0,39417.0,25512.0,19156.0,36478.0,42933.0,7047.0,8252.0,10628.0,28.0,13462.0
2022,3,7,6,YV,31.0,5.0,211,389.0,377.0,38645.0,36739.0,35663.0,23835.0,40200.0,38175.0,15360.0,2230.0,2132.0,62.0,16955.0
2022,3,9,2,G4,1.0,0.0,110,39.0,47.0,1590.0,1803.0,914.0,896.0,1840.0,2063.0,601.0,238.0,369.0,0.0,595.0
2023,4,12,1,F9,6.0,2.0,398,479.0,474.0,42482.0,40595.0,35174.0,21321.0,44266.0,42368.0,11043.0,837.0,4263.0,0.0,24452.0
2023,1,2,3,AA,835.0,19.0,838,1916.0,2184.0,153273.0,162976.0,130820.0,100150.0,161504.0,172517.0,60863.0,14499.0,26940.0,236.0,60438.0
2023,1,2,6,NK,19.0,1.0,446,743.0,715.0,52808.0,51354.0,47063.0,30138.0,55662.0,54115.0,15527.0,1710.0,18386.0,641.0,15090.0
2023,1,3,3,DL,83.0,14.0,839,1853.0,1846.0,119386.0,112937.0,93213.0,-8239.0,131572.0,123805.0,59765.0,2608.0,21701.0,137.0,28726.0
2023,3,7,3,UA,272.0,42.0,754,2895.0,2926.0,246323.0,249553.0,238861.0,201640.0,256704.0,257554.0,68242.0,22981.0,50669.0,0.0,107661.0
2024,4,10,1,AS,38.0,7.0,313,413.0,514.0,22056.0,25380.0,12605.0,5138.0,25117.0,28710.0,7616.0,1159.0,7594.0,222.0,8789.0
2024,1,2,6,DL,5.0,8.0,827,939.0,974.0,60558.0,61243.0,31106.0,-46250.0,67306.0,67726.0,33030.0,1515.0,12822.0,30.0,13846.0
2024,2,4,1,AS,25.0,4.0,309,635.0,689.0,30362.0,31043.0,18345.0,4924.0,33950.0,34740.0,9633.0,468.0,8576.0,296.0,12070.0
2024,2,4,1,G4,0.0,3.0,473,359.0,333.0,30533.0,28707.0,16103.0,-1878.0,32039.0,30058.0,14090.0,1993.0,2471.0,60.0,10093.0
2024,2,5,6,MQ,4.0,6.0,486,707.0,763.0,46715.0,50109.0,42783.0,34053.0,50211.0,53799.0,13769.0,2979.0,9470.0,321.0,23570.0
2024,2,6,5,9E,91.0,1.0,274,404.0,425.0,35141.0,36080.0,26854.0,12330.0,36551.0,37557.0,10634.0,711.0,11964.0,0.0,12771.0
2020,1,1,7,MQ,44.0,5.0,446,668.0,707.0,41366.0,42595.0,31311.0,15351.0,44221.0,46265.0,13954.0,3231.0,6897.0,11.0,18502.0
2020,4,10,6,9E,3.0,9.0,270,168.0,188.0,11772.0,11565.0,-3128.0,-27946.0,12575.0,12840.0,6693.0,837.0,1741.0,0.0,2294.0
2020,1,2,2,MQ,10.0,6.0,416,315.0,466.0,18534.0,24225.0,4484.0,-6678.0,20181.0,26957.0,6781.0,1281.0,8287.0,0.0,7876.0
2020,3,9,6,HA,2.0,0.0,18,7.0,7.0,236.0,250.0,-587.0,-793.0,292.0,372.0,235.0,0.0,0.0,0.0,15.0
2021,2,6,3,G4,15.0,2.0,349,529.0,593.0,32078.0,35934.0,29139.0,33032.0,34193.0,38390.0,9920.0,3331.0,7205.0,226.0,15252.0
2024,1,3,7,WN,117.0,28.0,1569,6563.0,6013.0,391110.0,372847.0,392959.0,271105.0,423783.0,398289.0,91939.0,4946.0,65798.0,1185.0,208979.0
2022,4,11,3,YX,89.0,4.0,393,431.0,618.0,29928.0,35592.0,11299.0,-3884.0,31901.0,38972.0,6264.0,2481.0,16372.0,20.0,10455.0
2022,4,11,1,9E,0.0,3.0,278,296.0,429.0,14871.0,19517.0,7953.0,39.0,16771.0,22152.0,5196.0,273.0,7269.0,0.0,6779.0
2023,1,1,1,OH,20.0,10.0,282,274.0,307.0,19944.0,20481.0,7175.0,-4791.0,21366.0,22615.0,5215.0,2774.0,3750.0,72.0,8670.0
2021,3,9,3,AA,148.0,50.0,756,1702.0,1743.0,131821.0,128955.0,95815.0,19111.0,139482.0,137481.0,57887.0,8160.0,23580.0,332.0,38996.0
2022,1,1,5,B6,343.0,8.0,336,818.0,954.0,59262.0,69195.0,52301.0,52409.0,62000.0,71996.0,26018.0,2926.0,19490.0,102.0,20659.0
2022,4,11,5,UA,45.0,15.0,687,1360.0,1400.0,81123.0,82040.0,68301.0,25545.0,89828.0,89823.0,23761.0,2001.0,19942.0,141.0,36195.0
2022,2,5,2,HA,0.0,0.0,71,112.0,134.0,4176.0,4589.0,3580.0,1511.0,5998.0,6218.0,3341.0,94.0,36.0,0.0,1118.0
2022,2,6,7,OO,106.0,28.0,1111,1845.0,1897.0,176365.0,173635.0,155938.0,115818.0,184246.0,182801.0,121757.0,14047.0,3722.0,1320.0,32789.0
2022,3,7,2,YV,26.0,2.0,164,208.0,193.0,17156.0,15948.0,14050.0,5862.0,17807.0,16712.0,8287.0,1580.0,1460.0,0.0,4621.0
2023,4,12,1,OO,60.0,34.0,1100,932.0,974.0,92735.0,90008.0,64443.0,14922.0,96804.0,95552.0,36985.0,14805.0,15776.0,6.0,22436.0
2023,4,12,3,OH,18.0,3.0,297,217.0,212.0,11354.0,10747.0,1592.0,-12121.0,12710.0,12497.0,4229.0,804.0,1778.0,63.0,3873.0
2023,3,8,5,DL,66.0,16.0,850,3028.0,2874.0,191925.0,180622.0,177275.0,93488.0,205235.0,191880.0,78454.0,5956.0,31410.0,111.0,64691.0
2024,1,2,1,AA,21.0,15.0,855,1997.0,2097.0,145783.0,144966.0,124252.0,66800.0,156276.0,158406.0,61566.0,1896.0,18789.0,850.0,61865.0
2024,2,4,6,NK,16.0,7.0,520,512.0,439.0,33269.0,29723.0,23638.0,-212.0,35747.0,32165.0,8785.0,1718.0,10576.0,131.0,8513.0
2024,2,6,6,OO,24.0,34.0,1118,1721.0,1872.0,146939.0,148541.0,115508.0,82858.0,154157.0,158619.0,85951.0,16844.0,14970.0,451.0,30325.0
2024,3,8,5,DL,38.0,41.0,884,3316.0,3407.0,243560.0,246091.0,214167.0,134923.0,259327.0,260520.0,98569.0,12061.0,56868.0,76.0,78517.0
2020,4,10,1,B6,3.0,6.0,256,117.0,136.0,7828.0,7840.0,-1127.0,-9672.0,8518.0,8659.0,4544.0,379.0,1151.0,19.0,1747.0
2020,4,11,2,YV,23.0,5.0,235,138.0,160.0,12398.0,13210.0,6315.0,-1155.0,12898.0,14204.0,4067.0,2262.0,2553.0,0.0,4328.0
2020,4,12,6,B6,1.0,6.0,343,337.0,435.0,23125.0,27190.0,17750.0,19764.0,24354.0,29148.0,11221.0,861.0,6762.0,192.0,8154.0
2020,1,2,4,9E,24.0,13.0,358,1121.0,1187.0,102556.0,106350.0,95716.0,80574.0,105320.0,109382.0,18105.0,7654.0,25946.0,0.0,54645.0
2020,3,7,2,AS,6.0,1.0,152,48.0,51.0,1803.0,1879.0,-4973.0,-9180.0,2189.0,2596.0,791.0,117.0,511.0,41.0,419.0
2020,3,8,1,B6,30.0,5.0,205,98.0,117.0,5657.0,6103.0,-3813.0,-10901.0,6164.0,6845.0,3230.0,199.0,1387.0,0.0,1287.0
2020,3,9,1,NK,0.0,7.0,329,104.0,111.0,5138.0,5086.0,1337.0,-6348.0,5939.0,6188.0,1264.0,455.0,1767.0,216.0,1384.0
2021,4,11,6,YV,22.0,3.0,281,322.0,296.0,28533.0,25153.0,24824.0,7144.0,29898.0,26409.0,14644.0,14.0,1314.0,215.0,8966.0
2021,4,12,6,QX,13.0,3.0,152,171.0,215.0,9055.0,10075.0,8206.0,7063.0,10089.0,11257.0,2749.0,1093.0,2848.0,120.0,3265.0
2021,4,12,3,F9,35.0,2.0,371,534.0,514.0,32439.0,30261.0,27635.0,14854.0,34389.0,32105.0,11103.0,343.0,6674.0,0.0,12141.0
2021,1,2,3,G4,22.0,1.0,234,92.0,111.0,6110.0,6917.0,978.0,-361.0,6520.0,7500.0,2118.0,425.0,1532.0,0.0,2842.0
2021,2,4,1,QX,15.0,2.0,159,104.0,98.0,4477.0,4073.0,597.0,-4521.0,5461.0,5299.0,2169.0,6.0,508.0,0.0,1390.0
2021,2,5,1,WN,65.0,42.0,1276,3256.0,2650.0,166773.0,146435.0,170542.0,50964.0,192067.0,162966.0,39239.0,4777.0,34612.0,306.0,67501.0
2021,2,6,1,F9,25.0,1.0,458,569.0,558.0,41254.0,40316.0,37096.0,28914.0,43068.0,42244.0,11357.0,1048.0,9825.0,0.0,18086.0
2021,3,9,2,F9,0.0,1.0,320,159.0,150.0,9291.0,8671.0,2294.0,-5107.0,10113.0,9813.0,4907.0,56.0,1815.0,0.0,1893.0
2024,4,12,7,UA,115.0,14.0,815,2187.0,2078.0,140047.0,129069.0,125119.0,47364.0,152905.0,139913.0,52098.0,1392.0,21105.0,0.0,54474.0
2022,3,8,5,QX,4.0,0.0,122,165.0,180.0,7123.0,7538.0,5099.0,3045.0,8459.0,9169.0,2932.0,60.0,1393.0,0.0,3153.0
2022,3,8,1,QX,3.0,1.0,119,170.0,189.0,8258.0,8438.0,5006.0,1452.0,9538.0,10089.0,3500.0,99.0,1190.0,0.0,3649.0
2022,3,8,3,YX,193.0,4.0,429,548.0,683.0,43651.0,48574.0,25047.0,3020.0,45844.0,51443.0,10529.0,7671.0,17514.0,57.0,12803.0
2021,3,8,4,WN,387.0,75.0,1436,4836.0,4166.0,259496.0,229513.0,267346.0,179759.0,282142.0,247576.0,85821.0,6420.0,25087.0,367.0,111818.0
2023,2,4,5,MQ,60.0,7.0,336,457.0,498.0,26459.0,28095.0,21458.0,14018.0,28827.0,31026.0,7411.0,3156.0,5408.0,66.0,12054.0
2022,2,4,1,9E,0.0,3.0,311,311.0,335.0,19509.0,20287.0,10333.0,-6113.0,20962.0,22855.0,9002.0,345.0,4065.0,0.0,6875.0
2022,2,4,6,AA,439.0,28.0,766,1835.0,1789.0,143251.0,137248.0,124805.0,51251.0,154023.0,147054.0,59288.0,6015.0,21526.0,440.0,49979.0
2021,2,6,3,YV,31.0,9.0,286,532.0,551.0,56477.0,56415.0,51855.0,41546.0,58321.0,58668.0,17491.0,7909.0,8416.0,109.0,22490.0
2021,2,5,2,9E,0.0,9.0,340,331.0,347.0,30868.0,31833.0,21441.0,-5985.0,32218.0,33087.0,10477.0,2273.0,6335.0,0.0,12748.0
2022,1,2,3,QX,9.0,1.0,124,87.0,102.0,5325.0,5465.0,2730.0,89.0,5990.0,6417.0,2476.0,250.0,814.0,21.0,1904.0
2021,1,3,3,B6,6.0,5.0,243,185.0,170.0,10541.0,9623.0,2427.0,-14518.0,11883.0,10720.0,6106.0,117.0,1739.0,24.0,1637.0
2022,4,11,7,UA,17.0,8.0,681,1390.0,1296.0,88704.0,82290.0,75564.0,23309.0,96529.0,89587.0,26986.0,1770.0,19002.0,0.0,34532.0
2022,1,2,2,AS,15.0,5.0,261,270.0,334.0,13094.0,14844.0,2640.0,-5202.0,14852.0,17273.0,5271.0,656.0,4380.0,57.0,4480.0
2022,1,3,2,MQ,12.0,8.0,432,412.0,419.0,24585.0,24416.0,15451.0,-5052.0,26945.0,27329.0,9540.0,2585.0,3728.0,32.0,8531.0
